original_name,updated_name
Leptogenys_AFR12_EX2880,Leptogenys_afr12_EX2880_CASENT0095124
Leptogenys_AFRC_RC01_D2455,Leptogenys_afrc_rc01_D2455_CASENT0815005
Leptogenys_AFRC_TZ01_D2493,Leptogenys_afrc_tz01_D2493_CASENT0250473
Leptogenys_AFRC_TZ02_EX2892,Leptogenys_afrc_tz02_EX2892_CASENT0783788
Leptogenys_AFRC_TZ04_D2480,Leptogenys_afrc_tz04_D2480_CASENT0818404
Leptogenys_AFRC_TZ07_EX2887,Leptogenys_afrc_tz07_EX2887_CASENT0775384
Leptogenys_AFRC_TZ08_D2476,Leptogenys_afrc_tz08_D2476_CASENT0235515
Leptogenys_AFRC_ZA01_D2481,Leptogenys_afrc_za01_D2481_CASENT0813929
Leptogenys_CASC_MZ03_EX2888,Leptogenys_casc_mz03_EX2888_CASENT0782027
Leptogenys_CASC_MZ06_EX2891,Leptogenys_casc_mz06_EX2891_CASENT0776438
Leptogenys_CN01_EX2840,Leptogenys_cn01_EX2840_CASENT0189510
Leptogenys_CN02_EX2844,Leptogenys_cn02_EX2844_CASENT0203418
Leptogenys_ID01_EX2845,Leptogenys_id01_EX2845_CASENT0923407
Leptogenys_ID02_EX2847,Leptogenys_id02_EX2847_CASENT0923408
Leptogenys_Janda_sp1_EX3014,Leptogenys_mj_sp1_EX3014_CASENT0650192
Leptogenys_PE02_EX2842,Leptogenys_pe02_EX2842_CASENT0372210
Leptogenys_PE03_EX2843,Leptogenys_pe03_EX2843_CASENT0370882
Leptogenys_PG01_EX2846,Leptogenys_pg01_EX2846_CASENT0434478
Leptogenys_PH01_EX2848,Leptogenys_ph01_EX2848_CASENT0265848
Leptogenys_PH02_EX2849,Leptogenys_ph02_EX2849_CASENT0266416
Leptogenys_PH03_EX2850,Leptogenys_ph03_EX2850_CASENT0266216
Leptogenys_PH04_EX2851,Leptogenys_ph04_EX2851_CASENT0267000
Leptogenys_TH02_EX2854,Leptogenys_th02_EX2854_CASENT0269418
Leptogenys_TH03_EX2855,Leptogenys_th03_EX2855_CASENT0268165
Leptogenys_TH04_EX2856,Leptogenys_th04_EX2856_CASENT0273252
Leptogenys_TH05_EX2857,Leptogenys_th05_EX2857_CASENT0272724
Leptogenys_TH06_EX2858,Leptogenys_th06_EX2858_CASENT0131711
Leptogenys_TH08_EX2860,Leptogenys_th08_EX2860_CASENT0272249
Leptogenys_TH09_EX2861,Leptogenys_th09_EX2861_CASENT0273370
Leptogenys_UG01_EX2328,Leptogenys_ug01_EX2328_CASENT0639794
Leptogenys_UG03_EX2883,Leptogenys_ug03_EX2883_CASENT0352399
Leptogenys_UG05_EX2885,Leptogenys_ug05_EX2885_CASENT0352404
Leptogenys_UG06_EX2886,Leptogenys_ug06_EX2886_CASENT0356145
Leptogenys_acutangula_EX2565,Leptogenys_acutangula_EX2565_CASENT0887821
Leptogenys_amon_D2485,Leptogenys_amon_D2485_CASENT0815023
Leptogenys_amu_EX2234,Leptogenys_amu_EX2234_CASENT0646058
Leptogenys_angustinoda_EX2566,Leptogenys_angustinoda_EX2566_CASENT0887823
Leptogenys_anitae_D2091,Leptogenys_anitae_D2091_CASENT0882068
Leptogenys_antongilensis_MAMI0535_CASENT0068197,Leptogenys_antongilensis_MAMI0535_CASENT0068197
Leptogenys_arcuata_EX2235,Leptogenys_arcuata_EX2235_CASENT0630431
Leptogenys_arnoldi_D2490,Leptogenys_arnoldi_D2490_CASENT0815123
Leptogenys_attenuata_D2487,Leptogenys_attenuata_D2487_CASENT0250376
Leptogenys_avo_MAMI0538_CASENT0034742,Leptogenys_avo_MAMI0538_CASENT0034742
Leptogenys_barimaso_MAMI0539_CASENT0496059,Leptogenys_barimaso_MAMI0539_CASENT0496059
Leptogenys_birmana_EX2665,Leptogenys_birmana_EX2665_MCZ-ENT00763498
Leptogenys_bituberculata_EX3015,Leptogenys_bituberculata_EX3015_CASENT0650193
Leptogenys_borneensis_D2092,Leptogenys_borneensis_D2092_CASENT0882106
Leptogenys_breviceps_EX2827,Leptogenys_breviceps_EX2827_CASENT0923401
Leptogenys_bubastis_D2484,Leptogenys_bubastis_D2484_CASENT0815018
Leptogenys_camerunensis_D2093,Leptogenys_camerunensis_D2093_CASENT0882087
Leptogenys_carbonaria_EX2828,Leptogenys_carbonaria_EX2828_CASENT0217022
Leptogenys_castanea_EX2889,Leptogenys_castanea_EX2889_CASENT0774569
Leptogenys_comajojo_D2479,Leptogenys_comajojo_D2479_CASENT0250487
Leptogenys_confucii_D1988,Leptogenys_confucii_D1988_USNMENT01118293
Leptogenys_conigera_EX2568,Leptogenys_conigera_EX2568_CASENT0887824
Leptogenys_conradti_EX2863,Leptogenys_conradti_EX2863_CASENT0417217
Leptogenys_consanguinea_EX2294,Leptogenys_consanguinea_EX2294_CASENT0649081
Leptogenys_cordoba_EX3130,Leptogenys_cordoba_EX3130_CASENT0640473
Leptogenys_crudelis_EX3081,Leptogenys_crudelis_EX3081_DZUP549117
Leptogenys_crustosa_D2094,Leptogenys_crustosa_D2094_CASENT0882088
Leptogenys_darlingtoni_EX2829,Leptogenys_darlingtoni_EX2829_CASENT0923402
Leptogenys_deborae_EX2327,Leptogenys_deborae_EX2327_JTLC000015203
Leptogenys_diminuta_D0273,Leptogenys_diminuta_D0273_CASENT0106010
Leptogenys_donisthorpei_EX2267,Leptogenys_donisthorpei_EX2267_CASENT0619658
Leptogenys_elongata_EX2237,Leptogenys_elongata_EX2237_CASENT0635915
Leptogenys_ergatogyna_D2495,Leptogenys_ergatogyna_D2495_CASENT0815024
Leptogenys_erugata_D2096,Leptogenys_erugata_D2096_CASENT0882076
Leptogenys_excellens_EX2865,Leptogenys_excellens_EX2865_CASENT0781056
Leptogenys_excellens_cf_D2402,Leptogenys_excellens_cf_D2402_CASENT0821424
Leptogenys_excisa_EX2830,Leptogenys_excisa_EX2830_CASENT0923405
Leptogenys_exigua_D2097,Leptogenys_exigua_D2097_CASENT0270551
Leptogenys_falcigera_MAMI0546_CASENT0071744,Leptogenys_falcigera_MAMI0546_CASENT0071744
Leptogenys_fallax_D2098,Leptogenys_fallax_D2098_CASENT0270552
Leptogenys_famelica_EX2238,Leptogenys_famelica_EX2238_CASENT0632948
Leptogenys_ferrarii_EX2831,Leptogenys_ferrarii_EX2831_CASENT0067051
Leptogenys_fortior_EX2569,Leptogenys_fortior_EX2569_CASENT0887822
Leptogenys_gagates_EX2239,Leptogenys_gagates_EX2239_CASENT0618762
Leptogenys_gaigei_EX3083,Leptogenys_gaigei_EX3083_DZUP549120
Leptogenys_grandidieri_MAMI0551_CASENT0001091,Leptogenys_grandidieri_MAMI0551_CASENT0001091
Leptogenys_harmsi_EX2853,Leptogenys_harmsi_EX2853_CASENT0284148
Leptogenys_havilandi_cf_D2488,Leptogenys_havilandi_cf_D2488_CASENT0251925
Leptogenys_hebrideana_EX2832,Leptogenys_hebrideana_EX2832_CASENT0217529
Leptogenys_iheringi_EX3084,Leptogenys_iheringi_EX3084_DZUP549115
Leptogenys_imperatrix_EX2269,Leptogenys_imperatrix_EX2269_CASENT0649095
Leptogenys_josephi_EX2268,Leptogenys_josephi_EX2268_CASENT0619746
Leptogenys_keysseri_EX3011,Leptogenys_keysseri_EX3011_CASENT0650189
Leptogenys_kiche_EX2240,Leptogenys_kiche_EX2240_CASENT0611864
Leptogenys_kitteli_nr_D2090,Leptogenys_kitteli_nr_D2090_CASENT0882103
Leptogenys_kraepelini_D2089,Leptogenys_kraepelini_D2089_CASENT0882084
Leptogenys_leiothorax_D2496,Leptogenys_leiothorax_D2496_CASENT0814811
Leptogenys_letilae_D2100,Leptogenys_letilae_D2100_CASENT0270559
Leptogenys_lucida_MAMI0562_CASENT0296982,Leptogenys_lucida_MAMI0562_CASENT0296982
Leptogenys_luederwaldti_EX3086,Leptogenys_luederwaldti_EX3086_DZUP549112
Leptogenys_mactans_D2415,Leptogenys_mactans_D2415_CASENT0816311
Leptogenys_maxillosa_MAMI0566_CASENT0136413,Leptogenys_maxillosa_MAMI0566_CASENT0136413
Leptogenys_maya_EX2241,Leptogenys_maya_EX2241_CASENT0613013
Leptogenys_mayotte_MAMI0567,Leptogenys_mayotte_MAMI0567_CASENT0132571
Leptogenys_mengzii_EX2664,Leptogenys_mengzii_EX2664_CASENT0713663
Leptogenys_mgb01_EX2457,Leptogenys_mgb01_EX2457_CASENT0625915
Leptogenys_mjobergi_nr_D2095,Leptogenys_mjobergi_nr_D2095_CASENT0270584
Leptogenys_montuosa_EX2242,Leptogenys_montuosa_EX2242_CASENT0611917
Leptogenys_mutabilis_group_EX2693,Leptogenys_mutabilis_group_EX2693_ZRC_ENT00000950
Leptogenys_myops_EX2852,Leptogenys_myops_EX2852_CASENT0384495
Leptogenys_neutralis_EX2836,Leptogenys_neutralis_EX2836_CASENT0217532
Leptogenys_nitens_EX2837,Leptogenys_nitens_EX2837_CASENT0217533
Leptogenys_oaxaca_EX2243,Leptogenys_oaxaca_EX2243_JTLC000010242
Leptogenys_occidentalis_D2463,Leptogenys_occidentalis_D2463_CASENT0814958
Leptogenys_parvula_D2101,Leptogenys_parvula_D2101_CASENT0882105
Leptogenys_peninsularis_EX2838,Leptogenys_peninsularis_EX2838_CASENT0248755
Leptogenys_peninsularis_nr_EX2777,Leptogenys_peninsularis_nr_EX2777_CASENT0650114
Leptogenys_peruana_EX2839,Leptogenys_peruana_EX2839_CASENT0248749
Leptogenys_pinna_EX2244,Leptogenys_pinna_EX2244_CASENT0612006
Leptogenys_processionalis_EX2321,Leptogenys_processionalis_EX2321_CASENT0616523
Leptogenys_pubiceps_EX2330,Leptogenys_pubiceps_EX2330_CASENT0628711
Leptogenys_punctaticeps_EX2331,Leptogenys_punctaticeps_EX2331_CASENT0635724
Leptogenys_purpurea_EX3016,Leptogenys_purpurea_EX3016_CASENT0650194
Leptogenys_pusilla_EX2362,Leptogenys_pusilla_EX2362_CASENT0611959
Leptogenys_quadrata_EX2332,Leptogenys_quadrata_EX2332_INBIOCRI001279747
Leptogenys_quiriguana_D2102,Leptogenys_quiriguana_D2102_CASENT0844541
Leptogenys_quirozi_EX3087,Leptogenys_quirozi_EX3087_DZUP549118
Leptogenys_rabesoni_MAMI0573_CASENT0195431,Leptogenys_rabesoni_MAMI0573_CASENT0195431
Leptogenys_ralipra_MAMI0574_CASENT0247274,Leptogenys_ralipra_MAMI0574_CASENT0247274
Leptogenys_regis_D2494,Leptogenys_regis_D2494_CASENT0250472
Leptogenys_ritae_D2103,Leptogenys_ritae_D2103_CASENT0882109
Leptogenys_rouxi_EX2573,Leptogenys_rouxi_EX2573_CASENT0887830
Leptogenys_rufa_EX2333,Leptogenys_rufa_EX2333_CASENT0613790
Leptogenys_saussurei_MAMI0577_CASENT0162147,Leptogenys_saussurei_MAMI0577_CASENT0162147
Leptogenys_schwabi_D2489,Leptogenys_schwabi_D2489_CASENT0888229
Leptogenys_sjostedti_EX2574,Leptogenys_sjostedti_EX2574_CASENT0887828
Leptogenys_sjostedti_nr_D2104,Leptogenys_sjostedti_nr_D2104_CASENT0270585
Leptogenys_stuhlmanni_EX2868,Leptogenys_stuhlmanni_EX2868_CASENT0081182
Leptogenys_tiobil_EX2334,Leptogenys_tiobil_EX2334_JTLC000015013
Leptogenys_titan_D2457,Leptogenys_titan_D2457_CASENT0815021
Leptogenys_turneri_D2602,Leptogenys_turneri_D2602_CASENT0270582
Leptogenys_unistimulosa_EX2841,Leptogenys_unistimulosa_EX2841_CASENT0373353
Leptogenys_variabilis_MAMI0581_CASENT0247206,Leptogenys_variabilis_MAMI0581_CASENT0247206
Leptogenys_vatovavy_MAMI0582_CASENT0061172,Leptogenys_vatovavy_MAMI0582_CASENT0061172
Leptogenys_violacea_EX3013,Leptogenys_violacea_EX3013_CASENT0650191
Leptogenys_vitsy_MAMI0583_CASENT0210132,Leptogenys_vitsy_MAMI0583_CASENT0210132
Leptogenys_volcanica_EX2370,Leptogenys_volcanica_EX2370_CASENT0633550
Leptogenys_wheeleri_EX2335,Leptogenys_wheeleri_EX2335_CASENT0640313
Leptogenys_yerburyi_nr_D2622,Leptogenys_yerburyi_nr_D2622_CASENT0270546
Leptogenys_yocota_EX2361,Leptogenys_yocota_EX2361_CASENT0615757
Loboponera_AFRC_GH01_D2473,Loboponera_afrc_gh01_D2473_CASENT0815647
Loboponera_politula_D0392,Loboponera_politula_D0392_CASENT0003095
Mayaponera_arhuaca_EX1435,Mayaponera_arhuaca_EX1435_INBIOCRI001241794
Mayaponera_becculata_EX1434,Mayaponera_becculata_EX1434_CASENT0633229
Mayaponera_conicula_D2105,Mayaponera_conicula_D2105_CASENT0882077
Mayaponera_constricta_EX1649,Mayaponera_constricta_EX1649_CASENT0636005
Mayaponera_pergandei_EX1436,Mayaponera_pergandei_EX1436_INB0003695621
Megaponera_analis_EX2365,Megaponera_analis_EX2365_CASENT0618987
Mesoponera_AFR02_EX2707,Mesoponera_afr02_EX2707_CASENT0923386
Mesoponera_AFR05_D2394,Mesoponera_afr05_D2394_CASENT0815823
Mesoponera_AFRC_ZM02_D2397,Mesoponera_afrc_zm02_D2397_CASENT0254421
Mesoponera_Janda_sp6_EX3024,Mesoponera_mj_sp6_EX3024_CASENT0650202
Mesoponera_ambigua_D2393,Mesoponera_ambigua_D2393_CASENT0254413
Mesoponera_australis_EX2575,Mesoponera_australis_EX2575_CASENT0887831
Mesoponera_caffraria_D2399,Mesoponera_caffraria_D2399_CASENT0816544
Mesoponera_elisae_MAMI0749_CASENT0803835,Mesoponera_elisae_MAMI0749_CASENT0803835
Mesoponera_melanaria_MAMI1445,Mesoponera_melanaria_MAMI1445_CASENT0159885
Mesoponera_papuana_EX3023,Mesoponera_papuana_EX3023_CASENT0650201
Mesoponera_papuana_cf_EX2336,Mesoponera_papuana_cf_EX2336_CASENT0635356
Mesoponera_psw_my01_D2822,Mesoponera_psw_my01_D2822_CASENT0886722
Mesoponera_rubra_EX2337,Mesoponera_rubra_EX2337_CASENT0634162
Mesoponera_subiridescens_EX2364,Mesoponera_subiridescens_EX2364_CASENT0619018
Myopias_BG02_EX3025,Myopias_bg02_EX3025_CASENT0650203
Myopias_Janda_sp4_EX3019,Myopias_papua_EX3019_CASENT0650197
Myopias_Janda_sp6_EX3018,Myopias_mj_sp6_EX3018_CASENT0650196
Myopias_Janda_sp9_EX3060,Myopias_mj_sp9_EX3060_CASENT0650357
Myopias_MY01_EX2996,Myopias_my01_EX2996_CASENT0386602
Myopias_MY05_EX2994,Myopias_my05_EX2994_CASENT0386216
Myopias_MY08_EX2997,Myopias_my08_EX2997_CASENT0214983
Myopias_MY09_EX2998,Myopias_my09_EX2998_CASENT0384742
Myopias_MY11_EX3000,Myopias_my11_EX3000_CASENT0131808
Myopias_Ohu_1_EX3062,Myopias_mj_ohu_1_EX3062_CASENT0650359
Myopias_PH01_EX2991,Myopias_ph01_EX2991_CASENT0267003
Myopias_PH02_EX2992,Myopias_ph02_EX2992_CASENT0265851
Myopias_Utai_1_EX3061,Myopias_mj_utai_1_EX3061_CASENT0650358
Myopias_breviloba_EX2999,Myopias_breviloba_EX2999_CASENT0923423
Myopias_concava_nr_D2108,Myopias_concava_nr_D2108_CASENT0882100
Myopias_darioi_EX2990,Myopias_darioi_EX2990_CASENT0915974
Myopias_delta_EX3129,Myopias_delta_EX3129_CASENT0650663
Myopias_hania_EX2661,Myopias_hania_EX2661_CASENT0713650
Myopias_maligna_EX2338,Myopias_maligna_EX2338_CASENT0634692
Myopias_tenuis_D1033,Myopias_tenuis_D1033_CASENT0106254
Neoponera_JTL021_EX2409,Neoponera_jtl021_EX2409_CASENT0610994
Neoponera_aenescens_EX2288,Neoponera_aenescens_EX2288_CASENT0649098
Neoponera_antecurvata_EX2296,Neoponera_antecurvata_EX2296_CASENT0649083
Neoponera_apicalis_EX2302,Neoponera_apicalis_EX2302_CASENT0649089
Neoponera_bactronica_EX2424,Neoponera_bactronica_EX2424_DZUP549372
Neoponera_bra164_EX2443,Neoponera_bra164_EX2443_DZUP549354
Neoponera_bra549385_EX2414,Neoponera_bra549385_EX2414_DZUP549385
Neoponera_bugabensis_EX2266,Neoponera_bugabensis_EX2266_CASENT0619590
Neoponera_carbonaria_EX2444,Neoponera_carbonaria_EX2444_CASENT0649898
Neoponera_carinulata_EX2245,Neoponera_carinulata_EX2245_CASENT0640212
Neoponera_cavinodis_EX2246a,Neoponera_cavinodis_EX2246a_CASENT0649003
Neoponera_chyzeri_EX2411,Neoponera_chyzeri_EX2411_CASENT0649892
Neoponera_commutata_EX2987,Neoponera_commutata_EX2987_CASENT0765382
Neoponera_concava_EX3089,Neoponera_concava_EX3089_DZUP549361
Neoponera_cooki_EX2248,Neoponera_cooki_EX2248_CASENT0646173
Neoponera_crenata_EX2451,Neoponera_crenata_EX2451_CASENT0649900
Neoponera_curvinodis_EX2249,Neoponera_curvinodis_EX2249_CASENT0636952
Neoponera_dismarginata_EX2278,Neoponera_dismarginata_EX2278_CASENT0637094
Neoponera_donosoi_EX2416,Neoponera_donosoi_EX2416_CASENT0649894
Neoponera_ecu2923_EX2417,Neoponera_ecu2923_EX2417_MEPNINV2923
Neoponera_ecu33723_EX2418,Neoponera_ecu33723_EX2418_DZUP549355
Neoponera_ecu4862_EX2407,Neoponera_ecu4862_EX2407_ATPFOR2001
Neoponera_eleonorae_EX2419,Neoponera_eleonorae_EX2419_CASENT0649895
Neoponera_emiliae_EX2250,Neoponera_emiliae_EX2250_JTLC000015100
Neoponera_fauveli_EX2447,Neoponera_fauveli_EX2447_CASENT0649899
Neoponera_fiebrigi_EX2988,Neoponera_fiebrigi_EX2988_CASENT0872952
Neoponera_fisheri_EX2456,Neoponera_fisheri_EX2456_CASENT0843090
Neoponera_foetida_EX2274,Neoponera_foetida_EX2274_CASENT0633624
Neoponera_fusca_EX2408,Neoponera_fusca_EX2408_CASENT0649890
Neoponera_globularia_D2111,Neoponera_globularia_D2111_CASENT0862739
Neoponera_goeldii_EX2448,Neoponera_goeldii_EX2448_MEPNINV37890
Neoponera_gojira_EX2415,Neoponera_gojira_EX2415_DZUP549444
Neoponera_holcotyle_EX2428,Neoponera_holcotyle_EX2428_ICN001374
Neoponera_insignis_EX2273,Neoponera_insignis_EX2273_CASENT0633623
Neoponera_laevigata_EX2449,Neoponera_laevigata_EX2449_ATPFOR2006
Neoponera_latinoda_EX2450,Neoponera_latinoda_EX2450_DZUP549353
Neoponera_luteola_EX2359,Neoponera_luteola_EX2359_CASENT0649006
Neoponera_magnifica1_EX2432,Neoponera_magnifica_1_EX2432_ATPFOR1962
Neoponera_magnifica2_EX2401,Neoponera_magnifica_2_EX2401_ATPFOR1965
Neoponera_magnifica4_EX2398,Neoponera_magnifica_4_EX2398_CASENT0649888
Neoponera_marginata_EX2434,Neoponera_marginata_EX2434_CASENT0649897
Neoponera_metanotalis1_EX2435,Neoponera_metanotalis_EX2435_UFV-LABECOL-000625
Neoponera_metanotalis2_EX2422,Neoponera_metanotalis_2_EX2422_ATPFOR1997
Neoponera_moesta_EX2282,Neoponera_moesta_EX2282_CASENT0631798
Neoponera_oberthueri_EX2452,Neoponera_oberthueri_EX2452_DZUP549437
Neoponera_obscuricornis_EX2436,Neoponera_obscuricornis_EX2436_DZUP549364
Neoponera_recava_EX2453,Neoponera_recava_EX2453_UTIC00212810
Neoponera_rugosula_EX2253,Neoponera_rugosula_EX2253_INB0003606252
Neoponera_schultzi1_EX2438,Neoponera_schultzi_EX2438_UFV-LABECOL-000500
Neoponera_solisi_EX2339,Neoponera_solisi_EX2339_INB0003238942
Neoponera_striatinodis_EX2254,Neoponera_striatinodis_EX2254_CASENT0636953
Neoponera_theresiae_EX2307,Neoponera_theresiae_EX2307_CASENT0649094
Neoponera_unidentata_EX1650,Neoponera_unidentata_EX1650_CASENT0636011
Neoponera_venusta_EX2454,Neoponera_venusta_EX2454_DZUP549414
Neoponera_verenae_EX2270,Neoponera_verenae_EX2270_CASENT0635079
Neoponera_villosa_EX2299,Neoponera_villosa_EX2299_CASENT0649086
Neoponera_villosa_cf2_EX2423,Neoponera_villosa_cf2_EX2423_CASENT0249167
Neoponera_zuparkoi_EX2441,Neoponera_zuparkoi_EX2441_DZUP549348
Odontomachus_PH02_EX2956,Odontomachus_ph02_EX2956_CASENT0266203
Odontomachus_angulatus_D2112,Odontomachus_angulatus_D2112_CASENT0270615
Odontomachus_animosus_EX3077,Odontomachus_animosus_EX3077_MJ13282
Odontomachus_assiniensis_EX2950,Odontomachus_assiniensis_EX2950_CASENT0354600
Odontomachus_bauri_EX2275,Odontomachus_bauri_EX2275_CASENT0633704
Odontomachus_brunneus_EX2341,Odontomachus_brunneus_EX2341_CASENT0649761
Odontomachus_brunneus_nr_EX2340,Odontomachus_brunneus_nr_EX2340_CASENT0649078
Odontomachus_cephalotes_EX2697,Odontomachus_cephalotes_EX2697_JTLC000006857
Odontomachus_chelifer_EX2297,Odontomachus_chelifer_EX2297_CASENT0649084
Odontomachus_circulus_EX2666,Odontomachus_circulus_EX2666_MCZ-ENT00763395
Odontomachus_clarus_EX2291,Odontomachus_clarus_EX2291_CASENT0643185
Odontomachus_coquereli_BBX445_CASENT0347697,Odontomachus_coquereli_BBX445_CASENT0347697
Odontomachus_erythrocephalus_EX3137,Odontomachus_erythrocephalus_EX3137_CASENT0636865
Odontomachus_floresensis_D2114,Odontomachus_floresensis_D2114_CASENT0882070
Odontomachus_fulgidus_EX2667,Odontomachus_fulgidus_EX2667_MCZ-ENT00760009
Odontomachus_haematodus_EX2301,Odontomachus_haematodus_EX2301_CASENT0649088
Odontomachus_hastatus_EX2290,Odontomachus_hastatus_EX2290_CASENT0649099
Odontomachus_imperator_EX3010,Odontomachus_imperator_EX3010_CASENT0650188
Odontomachus_insularis_EX2255,Odontomachus_insularis_EX2255_CASENT0633933
Odontomachus_latidens_EX2678,Odontomachus_latidens_EX2678_ZRC_ENT00000649
Odontomachus_malignus_EX3027,Odontomachus_malignus_EX3027_CASENT0650205
Odontomachus_meinerti_EX1577,Odontomachus_meinerti_EX1577_CASENT0633582
Odontomachus_minangkabau_EX2690,Odontomachus_minangkabau_EX2690_ZRC_ENT00000653
Odontomachus_opaciventris_EX3136,Odontomachus_opaciventris_EX3136_CASENT0631835
Odontomachus_opaculus_B_EX3055,Odontomachus_opaculus_b_EX3055_CASENT0650352
Odontomachus_panamensis_EX2308,Odontomachus_panamensis_EX2308_CASENT0647073
Odontomachus_papuanus_EX3053,Odontomachus_papuanus_EX3053_CASENT0650350
Odontomachus_procerus_EX2671,Odontomachus_procerus_EX2671_ZRC_ENT00000647
Odontomachus_rixosus_EX2256,Odontomachus_rixosus_EX2256_CASENT0634866
Odontomachus_rufithorax_EX2952,Odontomachus_rufithorax_EX2952_CASENT0923416
Odontomachus_ruginodis_EX3078,Odontomachus_ruginodis_EX3078_CASENT0650423
Odontomachus_saevissimus_EX3058,Odontomachus_saevissimus_EX3058_CASENT0650355
Odontomachus_scalptus_EX2257,Odontomachus_scalptus_EX2257_CASENT0645980
Odontomachus_simillimus_MAMI0587,Odontomachus_simillimus_MAMI0587_CASENT0159701
Odontomachus_spissus_EX2342,Odontomachus_spissus_EX2342_CASENT0646079
Odontomachus_testaceus_EX3008,Odontomachus_testaceus_EX3008_CASENT0650186
Odontomachus_troglodytes_BBX446_CASENT0347698,Odontomachus_troglodytes_BBX446_CASENT0347698
Odontomachus_tuneri_cf_EX2954,Odontomachus_turneri_EX2954_CASENT0114965
Odontomachus_tyrannicus_EX3006,Odontomachus_tyrannicus_EX3006_CASENT0650184
Odontomachus_xizangensis_EX2668,Odontomachus_xizangensis_EX2668_MCZ-ENT00763604
Odontomachus_yucatecus_EX2293,Odontomachus_yucatecus_EX2293_CASENT0649080
Odontoponera_denticulata_EX2968,Odontoponera_denticulata_EX2968_CASENT0267032
Odontoponera_transversa_EX2967,Odontoponera_transversa_EX2967_CASENT0923419
Ophthalmopone_berthoudi_EX2576,Ophthalmopone_berthoudi_EX2576_CASENT0887832
Ophthalmopone_hottentota_D2404,Ophthalmopone_hottentota_D2404_CASENT0815985
Pachycondyla_crassinoda_EX2300,Pachycondyla_crassinoda_EX2300_CASENT0649087
Pachycondyla_harpax_EX838,Pachycondyla_harpax_EX838_CASENT0636063
Pachycondyla_lattkei_D2115,Pachycondyla_lattkei_D2115_CASENT0882078
Pachycondyla_lenis_EX3643,Pachycondyla_lenis_EX3643_CASENT0374619
Pachycondyla_procidua_EX2252,Pachycondyla_procidua_EX2252_CASENT0646046
Pachycondyla_purpurascens_EX2259,Pachycondyla_purpurascens_EX2259_CASENT0648526
Pachycondyla_striata_EX2989,Pachycondyla_striata_EX2989_CASENT0923096
Paltothyreus_tarsatus_EX2343,Paltothyreus_tarsatus_EX2343_CASENT0639569
Paraponera_clavata_EX1573,Paraponera_clavata_EX1573_CASENT0633292
Parvaponera_UG02_EX3641,Parvaponera_afr01_EX3641_CASENT0356584
Parvaponera_darwinii_EX1610,Parvaponera_darwinii_EX1610_CASENT0637361
Parvaponera_suspecta_EX2749,Parvaponera_suspecta_EX2749_CASENT0782827
Parvaponera_ug01_D1959,Parvaponera_ug01_D1959_CASENT0106310
Phrynoponera_bequaerti_EX2730,Phrynoponera_bequaerti_EX2730_CASENT0081253
Phrynoponera_gabonensis_EX2344,Phrynoponera_gabonensis_EX2344_CASENT0629610
Phrynoponera_pulchella_D0950,Phrynoponera_pulchella_D0950_CASENT0217034
Phrynoponera_sveni_EX2731,Phrynoponera_sveni_EX2731_CASENT0417555
Phrynoponera_transversa_D2116,Phrynoponera_transversa_D2116_CASENT0882093
Platythyrea_AFRC_ZA01_D2405,Platythyrea_afrc_za01_D2405_CASENT0255804
Platythyrea_MG01_MAMI0747_CASENT0300183,Platythyrea_mg01_MAMI0747_CASENT0300183
Platythyrea_MG04_MAMI0591_CASENT0034834,Platythyrea_mg04_MAMI0591_CASENT0034834
Platythyrea_angusta_D2117,Platythyrea_angusta_D2117_CASENT0882095
Platythyrea_arnoldi_D2118,Platythyrea_arnoldi_D2118_CASENT0842276
Platythyrea_arthuri_MAMI0746_CASENT0804646,Platythyrea_arthuri_MAMI0746_CASENT0804646
Platythyrea_bicuspis_BBX518_CASENT0329258,Platythyrea_bicuspis_BBX518_CASENT0329258
Platythyrea_clypeata_D2119,Platythyrea_clypeata_D2119_CASENT0882081
Platythyrea_conradti_D2407,Platythyrea_conradti_D2407_CASENT0815027
Platythyrea_frontalis_D2395,Platythyrea_frontalis_D2395_CASENT0815010
Platythyrea_gracillima_EX2345,Platythyrea_gracillima_EX2345_CASENT0629506
Platythyrea_lamellosa_D0529,Platythyrea_lamellosa_D0529_CASENT0106138
Platythyrea_mocquerysi_MAMI0748_CASENT0373141,Platythyrea_mocquerysi_MAMI0748_CASENT0373141
Platythyrea_modesta_D2120,Platythyrea_modesta_D2120_CASENT0882085
Platythyrea_occidentalis_D2413,Platythyrea_occidentalis_D2413_CASENT0250055
Platythyrea_parallela_EX2346,Platythyrea_parallela_EX2346_CASENT0634780
Platythyrea_prizo_EX2303,Platythyrea_prizo_EX2303_CASENT0649090
Platythyrea_punctata_EX1591,Platythyrea_punctata_EX1591_JTLC000014870
Platythyrea_quadridenta_EX2347,Platythyrea_quadridenta_EX2347_CASENT0634801
Platythyrea_schultzei_D2414a,Platythyrea_schultzei_D2414a_CASENT0815127
Platythyrea_sinuata_D2121,Platythyrea_sinuata_D2121_CASENT0882098
Platythyrea_tricuspidata_D1989,Platythyrea_tricuspidata_D1989_USNMENT01117356
Platythyrea_turneri_EX2578,Platythyrea_turneri_EX2578_CASENT0887838
Plectroctena_cristata_EX2349,Plectroctena_cristata_EX2349_CASENT0619072
Plectroctena_mandibularis_D2411,Plectroctena_mandibularis_D2411_CASENT0812273
