original_name,updated_name
Plectroctena_minor_D2406,Plectroctena_minor_D2406_CASENT0815652
Plectroctena_strigosa_D2400,Plectroctena_strigosa_D2400_CASENT0250580
Plectroctena_ugandensis_D0995,Plectroctena_ugandensis_D0995_CASENT0003063
Ponera_JTL001_EX2356,Ponera_jtl001_EX2356_INB0003621410
Ponera_MM01_D1962,Ponera_mm01_D1962_CASENT0863468
Ponera_PH01_EX2973,Ponera_ph01_EX2973_CASENT0266942
Ponera_colaensis_D2122,Ponera_colaensis_D2122_CASENT0249221
Ponera_incerta_D2123,Ponera_incerta_D2123_CASENT0882069
Proceratium_google_MAMI0434,Proceratium_google_MAMI0434_CASENT0035028
Promyopias_silvestrii_D0947,Promyopias_silvestrii_D0947_CASENT0178751
Psalidomyrmex_procerus_D0394a,Psalidomyrmex_procerus_D0394a_CASENT0003082
Psalidomyrmex_reichenspergeri_EX2350,Psalidomyrmex_reichenspergeri_EX2350_CASENT0639782
Psalidomyrmex_sallyae_D2409,Psalidomyrmex_sallyae_D2409_CASENT0815807
Pseudoneoponera_AU08_EX2583,Pseudoneoponera_au08_EX2583_CASENT0887837
Pseudoneoponera_MY01_EX2982,Pseudoneoponera_my01_EX2982_CASENT0702012
Pseudoneoponera_MY02_EX2983,Pseudoneoponera_my02_EX2983_CASENT0387554
Pseudoneoponera_insularis_D1991,Pseudoneoponera_insularis_D1991_USNMENT01117301
Pseudoneoponera_piliventris_D2620,Pseudoneoponera_piliventris_D2620_CASENT0886709
Pseudoneoponera_rufipes_EX2679,Pseudoneoponera_rufipes_EX2679_ZRC_HYM_0000545
Pseudoneoponera_sandakana_EX2680,Pseudoneoponera_sandakana_EX2680_ZRC_ENT00014093
Pseudoneoponera_sublaevis_EX2984,Pseudoneoponera_sublaevis_EX2984_CASENT0746787
Pseudoneoponera_tridentata_EX2351,Pseudoneoponera_tridentata_EX2351_CASENT0634289
Pseudoponera_cognata_EX2305,Pseudoponera_cognata_EX2305_CASENT0649092
Pseudoponera_gilberti_EX2319,Pseudoponera_gilberti_EX2319_CASENT0647097
Pseudoponera_gilloglyi_EX2262,Pseudoponera_gilloglyi_EX2262_CASENT0648531
Pseudoponera_pachynoda_D2134,Pseudoponera_pachynoda_D2134_CASENT0249177
Pseudoponera_stigma_EX1576,Pseudoponera_stigma_EX1576_CASENT0613273
Rasopone_JTL027_EX1430,Rasopone_jtl027_EX1430_CASENT0633216
Rasopone_JTL029_EX1452,Rasopone_jtl029_EX1452_CASENT0633053
Rasopone_JTL030_EX1453,Rasopone_jtl030_EX1453_CASENT0633075
Rasopone_JTL034_EX1972,Rasopone_jtl034_EX1972_CASENT0640282
Rasopone_JTL035_EX1973,Rasopone_jtl035_EX1973_CASENT0640453
Rasopone_JTL047_EX2214,Rasopone_jtl047_EX2214_CASENT0646302
Rasopone_JTL049_EX2215,Rasopone_jtl049_EX2215_CASENT0644557
Rasopone_PA01_EX2986,Rasopone_pa01_EX2986_CASENT0923421
Rasopone_costaricensis_EX1966,Rasopone_costaricensis_EX1966_CASENT0644253
Rasopone_cryptergates_EX1450,Rasopone_cryptergates_EX1450_INB0003660648
Rasopone_cubitalis_EX1437,Rasopone_cubitalis_EX1437_CASENT0633282
Rasopone_ferruginea_EX1971,Rasopone_ferruginea_EX1971_CASENT0640257
Rasopone_guatemalensis_EX1412,Rasopone_guatemalensis_EX1412_CASENT0633224
Rasopone_lunaris_EX2216,Rasopone_lunaris_EX2216_CASENT0644556
Rasopone_mesoamericana_EX1454,Rasopone_mesoamericana_EX1454_JTLC000015360
Rasopone_minuta_EX1461,Rasopone_minuta_EX1461_CASENT0611483
Rasopone_panamensis_EX1410,Rasopone_panamensis_EX1410_JTLC000014019
Rasopone_pluviselva_EX1449,Rasopone_pluviselva_EX1449_INB0004099727
Rasopone_politognatha_EX1416,Rasopone_politognatha_EX1416_CASENT0612523
Rasopone_rupinicola_EX2985,Rasopone_rupinicola_EX2985_CASENT0217567
Rasopone_subcubitalis_EX1457,Rasopone_subcubitalis_EX1457_CASENT0614335
Simopelta_JTL003_EX2360,Simopelta_jtl003_EX2360_CASENT0636697
Simopelta_andersoni_EX1575,Simopelta_andersoni_EX1575_CASENT0635057
Simopelta_anomma_EX2352,Simopelta_anomma_EX2352_INB0003695155
Simopelta_jeckylli_EX1753,Simopelta_jeckylli_EX1753_CASENT0636949
Simopelta_laevigata_EX3004,Simopelta_laevigata_EX3004_CASENT0914503
Simopelta_longinoda_EX3138,Simopelta_longinoda_EX3138_CASENT0644435
Simopelta_minima_EX2354,Simopelta_minima_EX2354_ANTWEB1038199
Simopelta_oculata_EX2279,Simopelta_oculata_EX2279_CASENT0637159
Simopelta_paeminosa_EX2264,Simopelta_paeminosa_EX2264_CASENT0631424
Simopelta_pergandei_EX2289,Simopelta_pergandei_EX2289_CASENT0648673
Simopelta_pergandei_cf_D1957,Simopelta_pergandei_cf_D1957_CASENT0052744
Simopelta_transversa_EX3001,Simopelta_transversa_EX3001_CASENT0914499
Simopelta_vieirai_EX3003,Simopelta_vieirai_EX3003_CASENT0914502
Streblognathus_peetersi_D2408,Streblognathus_peetersi_D2408_CASENT0258947
Thaumatomyrmex_ferox_EX2306,Thaumatomyrmex_ferox_EX2306_CASENT0649093
Thaumatomyrmex_mandibularis_EX2304,Thaumatomyrmex_mandibularis_EX2304_CASENT0649091
Wadeura_guianensis_EX1562,Wadeura_guianensis_EX1562_INB0003694616
Wadeura_holmgreni_EX1627,Wadeura_holmgrenita_EX1627_CASENT0637779
Wadeura_pauli_EX1612,Wadeura_pauli_EX1612_CASENT0637806
Anochetus_altisquamis_EX2914,Anochetus_altisquamis_EX2914_CASENT0381057
Anochetus_ghilianii_EX2903,Anochetus_ghilianii_EX2903_CASENT0906625
Anochetus_graeffei_EX2912,Anochetus_graeffei_EX2912_CASENT0287021
Anochetus_mayri_EX2271,Anochetus_mayri_EX2271_CASENT0633416
Anochetus_natalensis_D2439,Anochetus_natalensis_D2439_CASENT0257804
Anochetus_orchidicola_EX2284,Anochetus_orchidicola_EX2284_CASENT0649096
Anochetus_rectangularis_D2068,Anochetus_rectangularis_D2068_CASENT0260505
Anochetus_striatulus_EX2276,Anochetus_striatulus_EX2276_CASENT0637826
Austroponera_rufonigra_EX2556,Austroponera_rufonigra_EX2556_CASENT0887811
Boloponera_ikemkha_EX2977,Boloponera_ikemkha_EX2977_CASENT0254323
Bothroponera_fugax_D2448,Bothroponera_fugax_D2448_CASENT0250518
Bothroponera_pachyderma_D2426,Bothroponera_pachyderma_D2426_CASENT0815722
Bothroponera_silvestrii_EX3636,Bothroponera_silvestrii_nr_EX3636_JTLC000000507
Bothroponera_talpa_EX2323,Bothroponera_talpa_EX2323_CASENT0629608
Centromyrmex_angolensis_D0391,Centromyrmex_angolensis_D0391_CASENT0417147
Ectomomyrmex_PH03_EX2960,Ectomomyrmex_ph03_EX2960_CASENT0265852
Ectomomyrmex_TH04_EX2964,Ectomomyrmex_th04_EX2964_CASENT0288512
Ectomomyrmex_acutus_EX3065,Ectomomyrmex_acutus_EX3065_CASENT0650362
Ectomomyrmex_annamitus_D1931a,Ectomomyrmex_annamitus_D1931a_CASENT0863371
Ectomomyrmex_modiglianii_D2076,Ectomomyrmex_modiglianii_D2076_CASENT0882102
Ectomomyrmex_overbecki_EX2689,Ectomomyrmex_overbecki_EX2689_ZRC_ENT00007921
Ectomomyrmex_ruficornis_EX2694,Ectomomyrmex_ruficornis_EX2694_JTLC000008604
Ectomomyrmex_simillimus_EX3022,Ectomomyrmex_simillimus_EX3022_CASENT0650200
Ectomomyrmex_zhengi_EX2660,Ectomomyrmex_zhengi_EX2660_MCZ-ENT00759860
Emeryopone_melaina_EX2663,Emeryopone_melaina_EX2663_CASENT0717670
Euponera_sjostedti_D2072,Euponera_sjostedti_D2072_CASENT0882091
Euponera_wroughtonii_EX2723,Euponera_wroughtonii_EX2723_BLF1562-13-1
Hypoponera_psw_au06_D2596,Hypoponera_psw_au06_D2596_CASENT0886685
Hypoponera_psw_my10_D2582,Hypoponera_psw_my10_D2582_CASENT0886671
Leptogenys_TH07_EX2859,Leptogenys_th07_EX2859_CASENT0269057
Leptogenys_cryptica_EX2864,Leptogenys_cryptica_EX2864_CASENT0317006
Leptogenys_gatu_D2099,Leptogenys_gatu_D2099_CASENT0843148
Leptogenys_intermedia_D2492,Leptogenys_intermedia_D2492_CASENT0813710
Leptogenys_ixta_EX2834,Leptogenys_ixta_EX2834_CASENT0248766
Leptogenys_khaura_EX2866,Leptogenys_khaura_EX2866_CASENT0872846
Leptogenys_peringueyi_EX2867,Leptogenys_peringueyi_EX2867_CASENT0317008
Neoponera_hispida_EX2420,Neoponera_hispida_EX2420_UTIC00211977
Neoponera_inversa_EX2429,Neoponera_inversa_EX2429_CASENT0649896
Neoponera_lineaticeps_EX2251,Neoponera_lineaticeps_EX2251_CASENT0644884
Neoponera_mashpi_EX2277,Neoponera_mashpi_EX2277_CASENT0637827
Odontomachus_biumbonatus_D2113,Odontomachus_biumbonatus_D2113_CASENT0882097
Odontomachus_laticeps_EX2287,Odontomachus_laticeps_EX2287_CASENT0647640
Pachycondyla_impressa_EX2258,Pachycondyla_impressa_EX2258_CASENT0636810
Platythyrea_AFRC_TZ01_D2401,Platythyrea_afrc_tz01_D2401_CASENT0235669
Platythyrea_cribrinodis_D2412,Platythyrea_cribrinodis_D2412_CASENT0815135
Platythyrea_tenuis_EX2348,Platythyrea_tenuis_EX2348_CASENT0639728
Plectroctena_laevior_D2403,Plectroctena_laevior_D2403_CASENT0235671
Ponera_PH02_EX2974,Ponera_ph02_EX2974_CASENT0265148
Ponera_PH03_EX2975,Ponera_ph03_EX2975_CASENT0268063
Ponera_adumbrans_EX1629,Ponera_adumbrans_EX1629_CASENT0159375
Ponera_bawana_EX2662,Ponera_bawana_EX2662_MCZ-ENT00759946
Ponera_clavicornis_EX1624,Ponera_clavicornis_EX1624_CASENT0761218
Ponera_coarctata_EX1174,Ponera_coarctata_EX1174_LACMENT140941
Ponera_exotica_EX1552,Ponera_exotica_EX1552_CASENT0611162
Ponera_guangxiensis_EX1625,Ponera_guangxiensis_EX1625_CASENT0761219
Ponera_japonica_D2124,Ponera_japonica_D2124_CASENT0008646
Ponera_leae_EX1558,Ponera_leae_EX1558_JTLC000006828
Ponera_pennsylvanica_EX1197,Ponera_pennsylvanica_EX1197_CASENT0749269
Ponera_petila_EX1630,Ponera_petila_EX1630_CASENT0637782
Ponera_psw_my01_EX1179,Ponera_psw_my01_EX1179_CASENT0635390
Ponera_psw_my02_D2598,Ponera_psw_my02_D2598_CASENT0886687
Ponera_selenophora_EX2971,Ponera_selenophora_EX2971_CASENT0923420
Ponera_swezeyi_MAMI0745_CASENT0376164,Ponera_swezeyi_MAMI0745_CASENT0376164
Ponera_testacea_EX2972,Ponera_testacea_EX2972_CASENT0906705
Psalidomyrmex_foveolatus_D2410,Psalidomyrmex_foveolatus_D2410_CASENT0815785
Pseudoneoponera_porcata_D2133,Pseudoneoponera_porcata_D2133_CASENT0882067
Simopelta_JTL004_EX2371,Simopelta_jtl004_EX2371_CASENT0637233
Simopelta_breviscapa_EX3002,Simopelta_breviscapa_EX3002_CASENT0914501
Thaumatomyrmex_br02_D0419a,Thaumatomyrmex_br02_D0419a_CASENT0007015
Thaumatomyrmex_cochlearis_EX3576,Thaumatomyrmex_cochlearis_EX3576_CASENT0651989
Thaumatomyrmex_nageli_EX3575,Thaumatomyrmex_nageli_EX3575_CASENT0652032
Ectomomyrmex_scobinus_EX3005,Ectomomyrmex_scobinus_EX3005_CASENT0923477
Hypoponera_JTL021_EX3040,Hypoponera_jtl021_EX3040_CASENT0601668
Hypoponera_JTL028_EX3041,Hypoponera_jtl028_EX3041_CASENT0650268
Iroponera_odax_D2088,Iroponera_odax_D2088_CASENT0102332
Ponera_swezeyi_cf_EX2676,Ponera_swezeyi_cf_EX2676_ZRC_ENT00028293
Simopelta_JTL005_EX2357,Simopelta_jtl005_EX2357_CASENT0649762
Leptogenys_AFRC_TZ06_D2478,Leptogenys_afrc_tz06_D2478_CASENT0821754
Pseudoneoponera_AU_A_EX2579,Pseudoneoponera_au_a_EX2579_CASENT0887836
RelictNeoponera_bucki_EX2455,NewGenus_bucki_EX2455_DZUP549431
